Character,Line,Episode
Finn,"  [Turns towards the door, which has inexplicably disappeared.] Hey Jake! You need more girlf--what the...? Door's gone?",Puhoy
Finn,"  Hmm, maybe there's another door in yonder pillow town. [Slides towards pillow town] I don't get this at all.",Puhoy
Action, [Screaming in the distance],Puhoy
Pillow children,  Dragon!! Blanket Dragon! Run!,Puhoy
Finn,  Huh?,Puhoy
Pillow child,"  [bumps into Finn's leg] Oof! Hey mistah, you betta get wunnin'! Bwanket Dwagon!",Puhoy
Action, [Enter the Blanket Dragon.],Puhoy
Finn,"  Now this, I understand! [Battle yell] [Finn leaps toward the dragon and nicks its neck with his sword. Pillow feathers spill out as the dragon screams in pain. The dragon collapses into little more than pillows, feathers and blankets.]  Oh. That's it?",Puhoy
Pillow child,  Wow.,Puhoy
Action," [With Finn's quick slaying of the Blanket Dragon, the Pillow People come out of hiding and greet their new hero.]",Puhoy
Pillow people,  [cheering] Did you see that?,Puhoy
Finn,"  Hey, uh, how's it going?",Puhoy
Quilton,"  Puhoy there! I am Quilton, son of Pillowford, and you have saved our village! You and your sharp pillow.",Puhoy
Finn,"  Hah, it's nothing; I kill things all the time.",Puhoy
Quilton,"  Oh, nonsense! This calls for a celepillowbration!",Puhoy
Pillow people,  [cheering],Puhoy
Action," [The scene changes to some kind of party, where the Pillow People are dancing. Finn goes behind some pillows.]",Puhoy
Finn,  [sighs then sits down.],Puhoy
Roselinen,"  There you are, Finn the Human.",Puhoy
Finn,"  Oh, hey there... Um, you can just call me Finn if you want.",Puhoy
Roselinen,"  All right, Finn. My name is Roselinen, daughter of Quilton. You have to call me the whole thing.",Puhoy
Finn,"  Oh, uh...",Puhoy
Roselinen,  Just kidding!,Puhoy
Finn,"  Heh. Oh, uh, your dad seems fun.",Puhoy
Quilton,"  Oh, ha ha, oh my! Puhzah!",Puhoy
Roselinen,"  [chuckles] Yeah. Um, you wanna dance?",Puhoy
Finn,"  Oh, well... [a pillow bird flies and lands beside him.] I...have a girlfriend. [pillow bird chirps]",Puhoy
Roselinen,"  [laughs] [playfully hits Finn on the cheeks] Dummy, it's a dance, not marriage.",Puhoy
Finn,"  [laughs nervously] Yeah, okay! [The pillow bird poops a little pillowcase on Finn's shoulders.] This place is weird.",Puhoy
Roselinen,  [Walking on the dance floor.] Are you telling me that birds in your world don't poo little pillowcases?,Puhoy
Finn,"  Naah, just regular poo.",Puhoy
Roselinen,"  Hey, like this. [She grabs his hand and places it on her hip, which absorbs it.]",Puhoy
Finn,"  Eh, yeah, i-it's really cool. Where I come from, I live with my best friend, who's my brother. And he's a dog.[chuckles] We fight stuff; it's cool. It's really different than here. I mean, where I'm from, blankets and pillows are used for bedding.",Puhoy
Roselinen,  [laughs] Well they're used for that here too.,Puhoy
Finn,  [Blushes then laughs nervously.] Heh heh uh.,Puhoy
Quilton,  Woo oo ooh hoo hoo! Pill-ightful!,Puhoy
Finn,"  Ah man, it's been nice, Roselinen. But I gotta get back to my home. [turns to Quilton.] Quilton, I need your help to find a portal to my home world.",Puhoy
Quilton,"  Of course, we will do our best to help you, Finn the Flesh Pillow. But you're not making a fold of sense!",Puhoy
Action, [A pillow person presents some pillow food.],Puhoy
Quilton,"  Please, share our food. You need nourishment.",Puhoy
Finn,  [eating a pillow] [muffled] It tastes... like... a pillow...,Puhoy
Quilton,  I'll give your compliments to the pillow.,Puhoy
Action, [The pillow chef is shown waving.],Puhoy
Action, [The scene switches back to the Tree Fort. Jake fishes his favorite cup that he threw it out the window.],Puhoy
BMO,"  Oh, there you are! You found your mug. I thought you said you didn't care.",Puhoy
Jake,  [sips the cup],Puhoy
BMO,  That mug is empty.,Puhoy
Jake,  I wonder what Finn's up to...,Puhoy
Action," [The scene returns to Pillow World. The presence of Jay and Bonnie, Finn's and Roselinen's children, re-enacting Finn's battle with the Blanket Dragon, is a dead giveaway of the fact time has passed.]",Puhoy
Jay,  [dressed up like the blanket dragon.] Roar! I'm the Blanket Dragon!!,Puhoy
Bonnie,"  [wearing Finn's hat and holding a pillow sword.] Well, I'm daddy! Sha-pow!",Puhoy
Roselinen,"  Jay, Bonnie. I bet your dad's just about finished chopping wool. You guys wanna bring him his lunch?",Puhoy
Jay & Bonnie,  Yes!,Puhoy
Finn,  [chopping pillow trees with his sword and looking quite older.] [laughs] Alphanumeric! [hugs the pillow sheep] Pillow sheep! You have more fluff than sense! [kisses the pillow sheep then kicks it.],Puhoy
Jay & Bonnie,  Daddy!,Puhoy
Finn,  Oh! [laughs.] What is this! [carried Bonnie.] A pack of fearsome pillow goblins?!,Puhoy
Bonnie,"  [laughing.] Ha ha, daddy, we're your kids!",Puhoy
Roselinen,"  Psst, Finn, they've brought you lunch.",Puhoy
Finn,"  Oh, they have, have they? [grabs one tiny pillow.] Tiny pillows. Mmm mmm mm mmm.",Puhoy
Jay,  [giggles],Puhoy
Finn,"  [to Roselinen] Darling, you've outdone yourself.",Puhoy
Quilton,"  [driving up in his car] Honk, honk!",Puhoy
Jay & Bonnie,  Grandpillow!,Puhoy
Roselinen,  What's my father doing here?,Puhoy
Quilton,  Puhoy!,Puhoy
Jay & Bonnie,  Grandpillow!,Puhoy
Quilton,"  Oh oh oh, come here! Oh, but I've come to speak with your father.",Puhoy
Finn,"  What is it, Quilton?",Puhoy
Quilton,"  When you first arrived here, you told us of a mysterious door that led you to our world.",Puhoy
Finn,"  Yes, of course.",Puhoy
Quilton,"  Archaeologists found this in the Pillow Catacombs [Shows the book to Finn, opening up to the door page.] The Pillownomicon.",Puhoy
Finn,  Oh my glob.,Puhoy
Quilton,"  There is no information about the door, save for the fact it shows up periodically, and then disappears.",Puhoy
Action, [Roselinen watches them from the background while their kids are enjoying their pillow lunches.],Puhoy
Finn,"  Quilton, I need to find that door. [Roselinen makes a very sad face]",Puhoy
Action," [The scene changes to the Tree Fort again, where BMO and Jake's favorite cup are wearing rainbow afro wigs.]",Puhoy
Jake,"  Uhhh, hey BMO, I gotta snag my mug from you. [Removes the wig then puts it on top of BMO's wig.]",Puhoy
BMO,"  Oh, really?",Puhoy
Jake,"  Hey don't sweat it, I'll make us some hot chocolate.",Puhoy
BMO,"  Jake, you drive a hard burger.",Puhoy
Action, [Then scene returns to the Pillow World.],Puhoy
Finn,"  [looking older than his last appearance, goes in a tent where Rasheeta is.] Hello?",Puhoy
Rasheeta,"  Ah yes, come in.",Puhoy
Finn,"  Are these The Great Abracadabra Mountains? And are you Rasheeta the Great Oracle, dweller of said mountains?",Puhoy
Rasheeta,"  Yes, you must be Finn the Human Man, seeker of the wandering portal.",Puhoy
Finn,"  Yes, I've searched for decades--how did you know?",Puhoy
Rasheeta,"  I've read it in the Tea Leaves, [grabs a newspaper] this newspaper I found from the future.",Puhoy
Finn,  Does it say how I get home?,Puhoy
Rasheeta,  The real question is are you sure you want to?,Puhoy
Finn,  Uh... yeah!,Puhoy
Rasheeta,"  Well don't worry, you won't be here long. [farts.]",Puhoy
Finn,  So there is another way to... [covers his nose.] Oof...,Puhoy
Rasheeta,  Not long now. [farts again.],Puhoy
Finn,"  Oh... [coughing from the stench of Rasheeta's farting, he leaves the tent.]",Puhoy
Bonnie,  Father?,Puhoy
Jay,"  What did the oracle say, father? Have we come to the right spot finally?",Puhoy
Finn,"  I think so, but the oracle spoke in riddles. [stroking his beard] Gonna have to fester on this one for a bit...",Puhoy
Roselinen,"  Oh, Finn. I know you have to go, all these years I've known, but now that it's time... [sniffles then starts crying.] Oh man, I'm just all messed up about it. Just promise me you'll remember us, [wipes her tears.] when you're back in your real life.",Puhoy
Action, [Finn sheds a few tears then strokes his beard.],Puhoy
Finn,"  Hmm, that reminds me, Roselinen, of something Jake told me just before I came to this world.",Puhoy
Action, [Shows a flashback of Jake when he was explaining that he needs to deal with his real problems.],Puhoy
Jake,"  [distorted voice while strangely looking different] You're getting all hung up on imaginary problems, stay with your new wife. You've known her longer now than any of us. You're not even sure if I ever really existed. And I'm pretty sure I didn't look like this.",Puhoy
Finn,"  [to himself] Man. How did he see it all coming so clearly? [to family] Come on, everyone. Pack your things, we're going home.",Puhoy
Action, [The scene changes to the real world where Jake was playing with BMO.],Puhoy
BMO,"  [laughing] Ha ha he, ha ha he, goodness, Jake, why don't you do this with your other babies?",Puhoy
Jake,"  Well, Rainicorn babies age rapidly. They don't need their parents a couple hours after they're born.",Puhoy
BMO,"  That really stinks, huh?",Puhoy
Jake,  Mmmmm.,Puhoy
BMO,  Hot chocolate is ready!,Puhoy
Action," [The scene goes to Pillow World again, Finn looks very old, in his bed... and on the verge of death.]",Puhoy
Roselinen,  Finn... Finn.,Puhoy
Finn,  [weakly saying.] Wha—where?,Puhoy
Roselinen,  Are you comfortable?,Puhoy
Finn,  I'm... alright.,Puhoy
Bonnie,"  Um, dad... [voice breaks] dad. We.. just.. wanted to say... that we-- [starts crying.]",Puhoy
Jay,  [Puts hand on Bonnie] [sadly] That... we love you dad.,Puhoy
Finn,  [strokes his beard] I remember... back... when I was dad.,Puhoy
Jay,"  [sighs and rolls his eyes] Dad, you are dad...",Puhoy
Finn,"  [snaps and puts his hands up] I ain't dad yet! Oh, no, wait! Here it comes! Woo hoo hoo hoo hooooo, BOY! [Camera angle from Finn's eyesight. The screen turns into a beautiful mirage but then shatters as Finn is amazed. He bounces off of a repulsive red creature's tongue and flies around it.]",Puhoy
Finn,  HUP! ,Puhoy
Action," [After a flyby through the pillow tunnel, Finn finds himself back in the real world again, the Human boy restored to his young self. Finn then pops out off the top on Jake's pillow fort.]",Puhoy
Jake,"  Hey buddy, you feeling better already?",Puhoy
Finn,"  Huh? Oh. Uhh, I don't know, man. I just had the number one wildest dream.",Puhoy
Jake,  Really?,Puhoy
Finn,"  Yeah! I was-- [His phone starts to ring, then he answers it.] Hello? Oh hey! Oh. [chuckles] Yeah, thanks! Yeah, okay, bye. [hangs up] That was Flame Princess. She said she didn't get my joke until just now and that it's really funny and awesome!",Puhoy
BMO,   [laughs]. Ha ha! I knew it!,Puhoy
Jake,"  Yeah, that's great man. Now what about this dream?",Puhoy
Finn,  What dream?,Puhoy
Jake,  The dream you were just talking about.,Puhoy
Finn,  Huh?,Puhoy
Jake,  Just a second ago!,Puhoy
Finn,  [shrugs],Puhoy
Jake,  The dream you just had in the pillow fort!,Puhoy
Finn,  [shrugs again and blows a raspberry] Pfft!,Puhoy
Action, [The episode ends.],Puhoy
Action," [Bugs, worms, and mollusk are having a dance party. They are being spied on from above by BMO who is looking through telescope on the observation boat.]",BMO Lost
BMO," [Laughs] Dancing is cool! Check it out, yo! [preforms the ""arm wave""] Aaa! Ha haa! This one is called ""The Worm""! [Flops on its belly. Suddenly a giant purple bird swoops in and picks up BMO.] Aaaaah!!",BMO Lost
Action," [The Giant purple bird takes BMO to its nest where loudly chirping chicks await. The bird heaves until BMO (who is screaming) is dropped into the open beak of a chick. BMO forces its way out only to be pushed repeatedly down by the bird until it appears to be swallowed. Afterward the bird flops over the nest and sleeps.][When morning arrives, BMO opens the mouth of the baby chick and climbs out. It runs to the edge of the nest to see the Tree Fort from a distance.]",BMO Lost
BMO," Oh no, it's crazy far. [It looks back to see the Giant bird still asleep and then escapes by climbing over the side to the edge of the cliff.] Okay, now easy does it. Easy...easy...""",BMO Lost
Action, [Suddenly popping out from beneath the nest...],BMO Lost
A worm," Hey man it’s safe in here!! You can hide in here!! [This causes BMO to tumble off the edge] Oh, shoot man, uh ooh.",BMO Lost
BMO," Eeeeeh! [Tumbles down a dirty hill side until it hits a rock and lands on its face. A loud crack is heard as BMO is face downward. It sits up and notices that its face plate has been cracked down the middle] Ooo... oh no! My face! Finn! Jake! Kiss my face! [Looks around] Hmmm... [Falls on its side] so, this is the pits.",BMO Lost
Action, [A bubble appears from an empty cup.],BMO Lost
Bubble," I hear that, friend. Do you mind if I wallow with you a bit? I'm a bubble.",BMO Lost
BMO," Okay, nothing stopping a bubble. [Shrugs]",BMO Lost
Bubble," [Sighs] That's what they say. [rests on a small mound] Looks like you've given up on things. I'm thinking about giving up on things myself. I've been lost in this wilderness a long time. Maybe you and me can wait here, to get eaten by a carnivore!",BMO Lost
BMO," No, Bubble. I know two heroes who can help you!",BMO Lost
Bubble, You do?,BMO Lost
BMO," Yes! Help me get to my home, and, and we will help you find your home!",BMO Lost
Bubble, Your friends sound great!,BMO Lost
BMO, [Trying to climb over a rock and a branch] They are! They are huge!,BMO Lost
Bubble," Well then, what are we waiting for?",BMO Lost
BMO, Nothing!! [Waves its arms excitedly],BMO Lost
Action, [A snake slithers by as BMO and Bubble walk through the forest.],BMO Lost
Bubble," Hey, so tell me about your home, BMO.",BMO Lost
BMO, I live in a tree house [trips and stumbles] it's really funny.,BMO Lost
Bubble, Cool.,BMO Lost
BMO, Yeah! [trips and stumbles again] What about your home?,BMO Lost
Bubble, My home? I think that my home is very large and very beautiful. But I can't pin down these memories it... haunts me. [Turns back to see BMO has tripped and fell on its face.],BMO Lost
BMO," Oops, I wasn't listening to your story.",BMO Lost
Action, [They enter a clearing full of mushrooms and a loud bang is heard.],BMO Lost
Bubble, What was that?,BMO Lost
BMO, It's a carnivore waiting to eat us.,BMO Lost
Bubble, Nooo! [hides behind BMO.],BMO Lost
BMO," Don't worry Bubble, [picks up a mushroom] I got everything under control. [Walking in the direction of the sound, BMO tosses the mushroom at the supposed carnivore] [When BMO gets a good look at what it is, it gasps loudly] It's a baby! [Runs over to hug it.]",BMO Lost
